source_row,selection_id,View,Channel,begin_time,end_time,low_freq,high_freq,stable_id,source_stem,audio_duration_s,syllable_duration_s,frequency_box_valid,source_file
27,27,Spectrogram 1,1,12.356546462,12.533176493,1674.4,11348.8,760dd20a5ab575a31fd8,yongxing_2023-06-14-birdnet-12_10_23_01,18.0,0.1766300309999984,True,audio/analysis_clips/yongxing_2023-06-14-birdnet-12_10_23_01.wav
28,28,Spectrogram 1,1,12.989251042,13.376782603,1116.3,13209.3,1b8b8b916e3b1a4da65f,yongxing_2023-06-14-birdnet-12_10_23_01,18.0,0.3875315610000012,True,audio/analysis_clips/yongxing_2023-06-14-birdnet-12_10_23_01.wav
29,29,Spectrogram 1,1,13.466415753,14.051667499,1116.3,12465.1,22c0d8796b28b5cd5b99,yongxing_2023-06-14-birdnet-12_10_23_01,18.0,0.5852517460000008,True,audio/analysis_clips/yongxing_2023-06-14-birdnet-12_10_23_01.wav
30,30,Spectrogram 1,1,14.145909503,14.359447302,1953.5,11069.8,fb6565732b3af7ec6ae3,yongxing_2023-06-14-birdnet-12_10_23_01,18.0,0.2135377989999991,True,audio/analysis_clips/yongxing_2023-06-14-birdnet-12_10_23_01.wav
31,31,Spectrogram 1,1,14.765432747,15.000060699,2139.5,13116.3,71482031446c4099c1c9,yongxing_2023-06-14-birdnet-12_10_23_01,18.0,0.2346279520000003,True,audio/analysis_clips/yongxing_2023-06-14-birdnet-12_10_23_01.wav
32,32,Spectrogram 1,1,15.216234768,15.403409875,930.2,11162.8,51385b6d583f0312cc42,yongxing_2023-06-14-birdnet-12_10_23_01,18.0,0.1871751069999998,True,audio/analysis_clips/yongxing_2023-06-14-birdnet-12_10_23_01.wav
33,33,Spectrogram 1,1,15.511496909,16.107293731,1023.3,10790.7,bca7f5695c8547765852,yongxing_2023-06-14-birdnet-12_10_23_01,18.0,0.5957968219999987,True,audio/analysis_clips/yongxing_2023-06-14-birdnet-12_10_23_01.wav
34,34,Spectrogram 1,1,16.254924802,16.471098871,1488.4,11441.9,dca94fc6f2d5072908ba,yongxing_2023-06-14-birdnet-12_10_23_01,18.0,0.2161740689999973,True,audio/analysis_clips/yongxing_2023-06-14-birdnet-12_10_23_01.wav
35,36,Spectrogram 1,1,16.689909208,16.998352695,1581.4,12837.2,2c5e62349976060ef527,yongxing_2023-06-14-birdnet-12_10_23_01,18.0,0.3084434870000017,True,audio/analysis_clips/yongxing_2023-06-14-birdnet-12_10_23_01.wav
36,37,Spectrogram 1,1,17.032624194,17.565150557,1302.3,11907.0,819af0755095ee2eb5a0,yongxing_2023-06-14-birdnet-12_10_23_01,18.0,0.5325263629999988,True,audio/analysis_clips/yongxing_2023-06-14-birdnet-12_10_23_01.wav
37,38,Spectrogram 1,1,17.6468749,17.876230314,744.2,13116.3,f94fe5e20321933b7d6e,yongxing_2023-06-14-birdnet-12_10_23_01,18.0,0.2293554140000004,True,audio/analysis_clips/yongxing_2023-06-14-birdnet-12_10_23_01.wav
1,1,Spectrogram 1,1,0.12274288,0.382037213,263.1,14734.1,170580e56a6b2a5ddb84,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.259294333,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
2,2,Spectrogram 1,1,0.444942939,0.573822962,197.3,9669.3,3fccfe65c8671dd89830,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.128880023,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
3,3,Spectrogram 1,1,0.71651156,0.8545973,460.4,13023.9,43c4b57424f95e83b73b,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.1380857399999999,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
4,4,Spectrogram 1,1,0.997285897,1.239703085,131.6,13879.0,6decd93bb92c3a2a60da,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.2424171879999999,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
5,5,Spectrogram 1,1,1.333294531,1.428420262,0.0,13615.9,faf9094045da67fa51f1,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.0951257309999999,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
6,6,Spectrogram 1,1,1.546560284,1.699988884,0.0,11379.5,d0e31333b5f5d6f3542a,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.1534286,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
7,7,Spectrogram 1,1,1.818618107,1.964375277,131.6,8485.3,9b197351d2b1e5b5e2ad,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.14575717,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
8,8,Spectrogram 1,1,2.117803877,2.37709821,723.6,15983.9,23ebd9fe864221d68063,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.2592943330000001,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
9,9,Spectrogram 1,1,2.440003936,2.614912539,460.4,11445.3,3848cc8959757e3f1267,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.174908603,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
10,10,Spectrogram 1,1,2.766806853,2.91716688,65.8,8485.3,d034f30b0923270ff40a,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.150360027,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
11,11,Spectrogram 1,1,3.075198338,3.21635265,197.3,12431.9,93057c177d20d5346b04,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.1411543120000002,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
12,12,Spectrogram 1,1,3.306875523,3.538552709,657.8,15128.8,e2010f449d20eaba3c3b,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.2316771860000002,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
13,13,Spectrogram 1,1,3.588634469,3.748200213,0.0,8682.6,f70c9cb4e80eac67fe40,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.159565744,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
14,14,Spectrogram 1,1,3.748200213,3.963000252,1907.5,14142.1,383aeda9c606cd4b4bd3,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.214800039,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
15,15,Spectrogram 1,1,3.964534538,4.073468844,855.1,8024.8,7593efcf2f8a70fd3bc8,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.1089343059999996,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
16,16,Spectrogram 1,1,4.107223136,4.216157441,394.7,8090.6,fc9132266898409de9ec,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.108934305,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
17,17,Spectrogram 1,1,4.372654613,4.533754643,526.2,15260.4,92ba1bb9afbc59194453,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.16110003,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
18,18,Spectrogram 1,1,4.736280394,4.87590042,328.9,7696.0,439c112e02a64de6eae8,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.1396200260000002,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
19,19,Spectrogram 1,1,5.325446217,5.47734053,1052.4,13550.1,9b35d2d976fc1e4ca23a,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.1518943130000005,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
20,20,Spectrogram 1,1,5.682934854,5.824089165,328.9,11708.4,5e9278186f5b8172ee73,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.1411543110000002,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
21,21,Spectrogram 1,1,5.979052051,6.15549494,394.7,8353.7,419ab255bf2e38f127be,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.1764428889999996,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
22,22,Spectrogram 1,1,6.282840678,6.491503573,1052.4,15260.4,6224565a388b03bc30e5,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.2086628949999998,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
23,23,Spectrogram 1,1,6.578957875,6.743126477,131.6,13813.2,ae0dd3b9a4cdc7211cd6,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.1641686019999992,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
24,24,Spectrogram 1,1,6.792223629,7.039243674,131.6,14339.5,742512e83bbb4194d617,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.2470200449999993,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
25,25,Spectrogram 1,1,7.296248732,7.557077351,328.9,13155.5,6f4997fafe42a29a6387,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.2608286190000006,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
26,26,Spectrogram 1,1,7.623051649,7.784151679,526.2,7761.7,1b51c9d845d9820e12ff,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.16110003,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
27,27,Spectrogram 1,1,7.824043115,8.080268876,592.0,14602.6,ab849480121cd6363b8b,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.2562257609999996,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
28,28,Spectrogram 1,1,8.279726056,8.417811795,263.1,8287.9,620625439cc9b9bedd7f,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.1380857390000009,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
29,29,Spectrogram 1,1,8.571240395,8.827466156,197.3,13550.1,7cc57fae4df1117e5568,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.2562257609999996,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
30,30,Spectrogram 1,1,8.925932822,9.231255735,394.7,15260.4,8bff4c9b0a02618f1411,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.3053229129999995,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
31,31,Spectrogram 1,1,9.332518611,9.484412924,131.6,11839.9,33f42697e0912cd53dae,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.1518943130000014,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
32,32,Spectrogram 1,1,9.567264368,9.874121567,263.1,14471.0,8b8e046abf53a7557b5d,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.3068571989999995,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
33,33,Spectrogram 1,1,9.987658731,10.213198773,1052.4,15128.8,682f830746fcb3bf9eb0,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.2255400420000004,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
34,34,Spectrogram 1,1,10.292981644,10.452547388,65.8,8419.5,b6e5dbea35f7970c7456,yongxing_2023-06-22-birdnet-18_24_37_01,10.475854166666666,0.159565744,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_24_37_01.wav
1,2,Spectrogram 1,1,0.372060511,0.510201789,0.0,8279.1,3867245107d71479b375,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.138141278,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
2,3,Spectrogram 1,1,0.652026836,0.742279138,186.0,13674.4,f054a6190c801e305f40,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.090252302,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
3,4,Spectrogram 1,1,0.884104184,1.130916602,0.0,13767.4,49e445ae517a7b204af6,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2468124180000001,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
4,5,Spectrogram 1,1,1.245113392,1.545340438,0.0,15162.8,951d9527cb0f0a86b787,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.300227046,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
5,6,Spectrogram 1,1,1.666904763,1.80872981,279.1,9581.4,1c8b93dfa900a93152ac,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.1418250469999999,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
6,7,Spectrogram 1,1,2.239730599,2.580479087,0.0,13395.3,1180d3b373eb021b859c,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.340748488,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
7,8,Spectrogram 1,1,2.667047622,2.926753226,0.0,20186.0,8892d6d4ae45fcec3727,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2597056040000001,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
8,9,Spectrogram 1,1,3.230664039,3.352228364,0.0,9209.3,ed6b33fcf635c7141a4b,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.121564325,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
9,10,Spectrogram 1,1,3.536416736,3.646929759,0.0,11907.0,cf447d41bd36326f8112,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.1105130229999997,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
10,11,Spectrogram 1,1,3.727972642,3.97478506,93.0,14139.5,55e77e5f46eb83cb1985,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2468124179999997,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
11,12,Spectrogram 1,1,4.063195482,4.347898225,186.0,15814.0,a407692171747cd03778,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2847027429999995,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
12,13,Spectrogram 1,1,4.639705085,4.956509084,0.0,14418.6,67ca9a552fef1e13c16f,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.3168039990000002,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
13,14,Spectrogram 1,1,5.09833413,5.374616688,0.0,16837.2,c4d8aa80feb745b28acb,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2762825580000001,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
14,16,Spectrogram 1,1,5.455659571,5.671159966,0.0,17023.3,d85c2ef17319e1356451,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2155003950000003,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
15,17,Spectrogram 1,1,5.766148886,5.933760305,0.0,12093.0,80d8e3adb3ef6b564945,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.1676114189999999,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
16,18,Spectrogram 1,1,5.972439863,6.309504583,279.1,12837.2,5929801e140614bfb23e,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.3370647199999999,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
17,19,Spectrogram 1,1,6.440278327,6.571052071,93.0,8651.2,c3982d13ccc92ed68343,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.1307737440000007,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
18,20,Spectrogram 1,1,6.655778722,6.913642442,0.0,16093.0,dcaa8b18b512a0279d67,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2578637200000004,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
19,21,Spectrogram 1,1,7.014946046,7.107040232,651.2,12465.1,2d85bf7bfadbde834976,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.0920941859999997,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
20,22,Spectrogram 1,1,7.221237022,7.466207557,93.0,14046.5,d63c9f8cfe7d2c592960,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2449705349999993,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
21,23,Spectrogram 1,1,7.584088115,7.665130998,186.0,9209.3,9f27bf10a23cb3dabd0d,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.0810428830000002,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
22,24,Spectrogram 1,1,7.906417765,8.162439602,93.0,12744.2,212d6857b1bdd1c96865,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2560218369999996,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
23,25,Spectrogram 1,1,8.247166253,8.390833182,372.1,8279.1,9e8a1ee7712f36c8119e,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.1436669290000001,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
24,26,Spectrogram 1,1,8.477401717,8.801573251,93.0,11348.8,4d0d1e7909fe9bb7230d,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.3241715340000013,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
25,27,Spectrogram 1,1,8.982077855,9.131270437,186.0,9395.3,bf1c752a7ca65121bb0d,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.1491925819999995,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
26,28,Spectrogram 1,1,9.210471436,9.488595878,372.1,10511.6,0729506a6a336428a5f3,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2781244419999993,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
27,29,Spectrogram 1,1,9.569638754,9.844079428,0.0,13953.5,dabfd7b3810d3b13cb52,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2744406740000009,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
28,31,Spectrogram 1,1,9.978536939,10.061421706,186.0,8186.0,fbb2703b68f070a1d552,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.0828847670000012,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
29,32,Spectrogram 1,1,10.518208868,10.796333309,744.2,11069.8,44d638125f92510838bb,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2781244409999992,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
30,33,Spectrogram 1,1,10.902636097,11.191811841,0.0,14604.7,82493feb6460676055ff,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2891757439999995,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
31,34,Spectrogram 1,1,11.262329649,11.562556695,0.0,12651.2,e103ef637d087c0ea7f9,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.3002270459999998,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
32,35,Spectrogram 1,1,11.710960563,11.838050539,0.0,13395.3,d6a3a278ae4839a2ee62,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.1270899759999988,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
33,36,Spectrogram 1,1,11.896990818,12.165905841,0.0,13860.5,7e29eb25abbe3b44c4e3,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2689150229999999,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
34,37,Spectrogram 1,1,12.254316259,12.364829282,372.1,9023.3,b8ac3ee52ecf6eb7dc22,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.1105130230000011,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
35,38,Spectrogram 1,1,12.51217998,12.779253119,0.0,13116.3,a4676f47a7697e634b6c,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2670731389999989,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
36,39,Spectrogram 1,1,12.989227862,13.278403606,0.0,14046.5,8b4c787d729c02ebc80a,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2891757439999995,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
37,40,Spectrogram 1,1,13.643096585,13.921221026,651.2,11814.0,2d609a4b4e8a97ff2525,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2781244409999992,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
38,41,Spectrogram 1,1,13.926746677,14.188294165,0.0,13302.3,b2631c8f40ca62ae0008,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2615474879999997,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
39,42,Spectrogram 1,1,14.383533839,14.540093955,0.0,10325.6,e933357954e0c04f346f,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.1565601159999996,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
40,43,Spectrogram 1,1,14.648765094,14.906628814,0.0,13116.3,f9eaf04b19fc420f16b0,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2578637199999996,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
41,44,Spectrogram 1,1,14.991355465,15.279215332,0.0,14232.6,35ce7fcf520ceb47c574,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2878598669999999,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
42,45,Spectrogram 1,1,15.374993286,15.537079053,93.0,8558.1,b27ea31e6aae47bdc998,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.1620857669999988,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
43,46,Spectrogram 1,1,15.737054293,15.893614409,0.0,8000.0,27e1b4a7f5a2f248d2e6,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.1565601159999996,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
44,47,Spectrogram 1,1,15.985708595,16.28040999,0.0,10883.7,8bf27015828236924864,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2947013949999988,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
45,48,Spectrogram 1,1,16.505119803,16.718778314,372.1,11720.9,8418be8d42b55c1ef72a,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.213658511000002,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
46,49,Spectrogram 1,1,16.832975105,17.118467081,0.0,15255.8,a32b5e9519870339d69b,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2854919759999994,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
47,50,Spectrogram 1,1,17.249240825,17.531049033,0.0,12930.2,66ca9be703d8b0c6ea9a,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.2818082079999975,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
48,51,Spectrogram 1,1,17.589989312,17.687609149,93.0,8744.2,c82f093275177f1551c6,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.0976198369999998,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
49,54,Spectrogram 1,1,2.987535388,3.083313341,465.1,14232.6,08d30948f80987ce0ff0,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.0957779530000002,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
50,55,Spectrogram 1,1,4.399997102,4.51787766,186.0,7720.9,ab7395414f7564faa4cb,yongxing_2023-06-22-birdnet-18_25_07_01,17.78525,0.1178805579999995,True,audio/analysis_clips/yongxing_2023-06-22-birdnet-18_25_07_01.wav
1,1,Spectrogram 1,1,0.192838326,0.351009088,1674.4,8093.0,600abf8439e23cc7ab86,yongxing_2023-07-08-birdnet-16_25_43_01,10.460958333333334,0.158170762,True,audio/analysis_clips/yongxing_2023-07-08-birdnet-16_25_43_01.wav
2,2,Spectrogram 1,1,0.591515314,0.801687422,883.7,7302.3,a4239ade885d3e4a5ccc,yongxing_2023-07-08-birdnet-16_25_43_01,10.460958333333334,0.2101721079999999,True,audio/analysis_clips/yongxing_2023-07-08-birdnet-16_25_43_01.wav
3,3,Spectrogram 1,1,1.035693481,1.334701222,1348.8,8046.5,f9a4ae2df8dbf223e5e5,yongxing_2023-07-08-birdnet-16_25_43_01,10.460958333333334,0.299007741,True,audio/analysis_clips/yongxing_2023-07-08-birdnet-16_25_43_01.wav
4,4,Spectrogram 1,1,1.40403635,1.596874676,1674.4,8093.0,5a4cc153f13c60785e6f,yongxing_2023-07-08-birdnet-16_25_43_01,10.460958333333334,0.1928383260000001,True,audio/analysis_clips/yongxing_2023-07-08-birdnet-16_25_43_01.wav
5,5,Spectrogram 1,1,1.846047794,2.06272007,1348.8,6697.7,82039acd3f0e78e1e617,yongxing_2023-07-08-birdnet-16_25_43_01,10.460958333333334,0.2166722760000001,True,audio/analysis_clips/yongxing_2023-07-08-birdnet-16_25_43_01.wav
6,6,Spectrogram 1,1,2.238224614,2.446229999,1488.4,8000.0,a8af61da46b643843ee9,yongxing_2023-07-08-birdnet-16_25_43_01,10.460958333333334,0.2080053849999998,True,audio/analysis_clips/yongxing_2023-07-08-birdnet-16_25_43_01.wav
7,7,Spectrogram 1,1,2.662902276,2.970576908,1767.4,7907.0,e57c92f5c796168d35a6,yongxing_2023-07-08-birdnet-16_25_43_01,10.460958333333334,0.3076746319999999,True,audio/analysis_clips/yongxing_2023-07-08-birdnet-16_25_43_01.wav
8,8,Spectrogram 1,1,3.031245146,3.228416917,1488.4,8093.0,0a9e307e1c237faefbd1,yongxing_2023-07-08-birdnet-16_25_43_01,10.460958333333334,0.1971717710000002,True,audio/analysis_clips/yongxing_2023-07-08-birdnet-16_25_43_01.wav
9,9,Spectrogram 1,1,3.620593737,3.824265677,1209.3,7023.3,2c919c2387876b07a65a,yongxing_2023-07-08-birdnet-16_25_43_01,10.460958333333334,0.20367194,True,audio/analysis_clips/yongxing_2023-07-08-birdnet-16_25_43_01.wav
10,10,Spectrogram 1,1,4.381113427,4.602119149,1395.3,7255.8,3be6e04aa89f5788215a,yongxing_2023-07-08-birdnet-16_25_43_01,10.460958333333334,0.2210057220000001,True,audio/analysis_clips/yongxing_2023-07-08-birdnet-16_25_43_01.wav
11,11,Spectrogram 1,1,4.849125544,5.152466731,1348.8,7488.4,cc022fbfb520ed9cf726,yongxing_2023-07-08-birdnet-16_25_43_01,10.460958333333334,0.303341187,True,audio/analysis_clips/yongxing_2023-07-08-birdnet-16_25_43_01.wav
